StudiumID;StudentID;Studiumbeginn;Alter;Geschlecht;Studiengang;Leistungspunkte_zum_Abschluss;Kuendigungsdatum
31630545;31130559;24.05.2019;24;m;Bachelor Personalmanagement berufsbegleitend;180;07.05.2020
31615209;31229073;07.05.2019;24;m;Fernstudium Bachelor of Arts Pflegemanagement;180;06.05.2020
31610421;27269778;07.05.2019;30;f;Bachelor Kindheitspädagogik berufsbegleitend;180;06.05.2020
31626897;31235421;07.06.2019;24;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;05.05.2020
31687851;31262424;04.08.2019;35;f;Fernstudium Bachelor of Arts Physiotherapie;180;04.05.2020
31624668;31234209;16.05.2019;27;m;Mediendesign;180;03.05.2020
31673514;31255269;13.07.2019;22;f;Bachelor Psychologie berufsbegleitend;180;03.05.2020
31677666;31257258;06.08.2019;27;f;Fernstudium Bachelor of Arts Sozialmanagement;180;03.05.2020
31652334;31247358;26.06.2019;27;m;Bachelor Informatik berufsbegleitend;180;03.05.2020
31681017;31258860;24.07.2019;27;m;Betriebswirtschaftslehre;180;02.05.2020
31652607;31242183;24.06.2019;42;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;02.05.2020
31609974;31226676;06.06.2019;28;m;Fernstudium Bachelor of Science Medieninformatik;180;01.05.2020
31654050;31248057;26.06.2019;27;f;Fernstudium Bachelor of Arts Modemanagement;180;01.05.2020
31634424;31239303;31.05.2019;23;f;Bachelor Personalmanagement berufsbegleitend;180;01.05.2020
31639326;31240200;07.06.2019;24;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;01.05.2020
31640505;31242243;06.06.2019;58;f;Bachelor Kindheitspädagogik berufsbegleitend;180;30.04.2020
31630014;31236966;05.06.2019;54;m;Bachelor Personalmanagement berufsbegleitend;180;30.04.2020
31617417;31204908;07.06.2019;22;f;Fernstudium Bachelor of Engineering Bauingenieurwesen;90;30.04.2020
31650825;31246668;21.06.2019;33;f;BA Internationales Eventmanagement;180;29.04.2020
31621086;31232223;09.05.2019;25;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;29.04.2020
31681395;31259067;28.07.2019;25;f;Fernstudium Bachelor of Arts Public Relations;180;28.04.2020
31654932;31236366;27.06.2019;32;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;26.04.2020
31639803;31241973;06.06.2019;37;m;Fernstudium Bachelor of Arts Public Relations;180;25.04.2020
31638714;31241427;05.06.2019;26;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;24.04.2020
31976865;30410442;07.06.2019;28;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;23.04.2020
31628343;31117413;22.05.2019;26;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;22.04.2020
31638522;31241352;05.06.2019;25;f;Fernstudium Bachelor of Arts Modemanagement;180;22.04.2020
31705263;28235565;07.05.2019;24;m;Fernstudium Bachelor of Arts Fitnessökonomie;210;22.04.2020
31684497;31260591;31.07.2019;57;f;Fernstudium Bachelor of Arts Eventmanagement;180;21.04.2020
31649475;31242984;07.06.2019;22;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;20.04.2020
31830888;31246092;07.06.2019;24;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;19.04.2020
31674462;31255686;06.08.2019;28;m;Betriebswirt Gesundheitsmanagement;180;16.04.2020
31637100;31240695;07.07.2019;34;f;BA Internationales Eventmanagement;180;15.04.2020
31620696;31232001;21.05.2019;24;f;Fernstudium Bachelor of Arts Sozialmanagement;180;15.04.2020
31630926;30966690;25.05.2019;26;f;Bachelor Kindheitspädagogik berufsbegleitend;180;11.04.2020
31672119;31254513;12.07.2019;32;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;10.04.2020
31640613;31242285;06.06.2019;35;f;Fernstudium Bachelor of Arts Public Relations;180;10.04.2020
31662879;31251960;10.07.2019;27;f;Fernstudium Bachelor of Arts Physiotherapie;180;09.04.2020
31660338;31250886;03.07.2019;22;f;Fernstudium Bachelor of Arts Modemanagement;180;09.04.2020
31659111;31159008;30.06.2019;25;m;Bachelor Informatik berufsbegleitend;180;09.04.2020
31610289;31226823;05.06.2019;25;f;Bachelor Personalmanagement berufsbegleitend;180;09.04.2020
31624689;31225008;07.05.2019;44;m;Fernstudium Bachelor of Science Psychologie;180;09.04.2020
31624692;31225008;16.05.2019;44;m;Fernstudium Bachelor of Science Psychologie;180;09.04.2020
31637478;31240362;07.06.2019;25;f;BA Luftverkehrsmanagement;180;08.04.2020
31664568;31252761;06.07.2019;23;m;BA Luftverkehrsmanagement;180;08.04.2020
31674453;31255680;14.07.2019;25;f;Bauingenieurwesen;180;08.04.2020
31677015;30714615;18.07.2019;26;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;08.04.2020
31626393;31235133;06.06.2019;29;m;Bachelor Informatik berufsbegleitend;180;08.04.2020
31648866;31245933;22.06.2019;33;f;Bachelor Personalmanagement berufsbegleitend;180;08.04.2020
31629297;31207815;23.05.2019;40;f;Bachelor Kindheitspädagogik berufsbegleitend;180;07.04.2020
31630074;31237011;07.06.2019;33;f;Bachelor Personalmanagement berufsbegleitend;180;07.04.2020
31623006;31233249;12.05.2019;36;m;Fernstudium Bachelor of Arts Fitnessökonomie;210;07.04.2020
31626813;31235376;21.05.2019;26;f;Fernstudium Bachelor of Arts Physiotherapie;180;05.04.2020
31682910;31259805;06.08.2019;49;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;05.04.2020
31602132;31223157;07.05.2019;25;m;Orientierungsstudium Bachelor of Arts E-Commerce;180;05.04.2020
31640550;31242264;06.06.2019;23;f;Fernstudium Bachelor of Arts Personalmanagement;180;04.04.2020
31653225;31241226;07.06.2019;26;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;04.04.2020
31628523;31236189;07.06.2019;22;m;BA Luftverkehrsmanagement;180;03.04.2020
31659954;30294837;03.07.2019;27;f;Fernstudium Bachelor of Science Kommunikationspsychologie;180;03.04.2020
31689846;31263408;07.05.2019;35;f;Bachelor Kindheitspädagogik berufsbegleitend;180;03.04.2020
31674471;30611949;14.07.2019;28;f;Bachelor Personalmanagement berufsbegleitend;180;03.04.2020
31625673;31231035;07.06.2019;21;m;Bachelor Health Care Management berufsbegleitend;180;03.04.2020
31664556;31252752;06.07.2019;28;f;FS Mitarbeiterkurse;180;02.04.2020
31651593;31247046;03.07.2019;22;m;Bachelor Personalmanagement berufsbegleitend;180;02.04.2020
31676226;31256574;18.07.2019;22;m;FlexLearning Bachelor Modell;180;01.04.2020
31639974;31123512;07.06.2019;31;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;01.04.2020
31676664;31256799;18.07.2019;24;m;BA Luftverkehrsmanagement;180;31.03.2020
31672194;31254570;12.07.2019;28;f;Fernstudium Bachelor of Arts Sozialmanagement;180;31.03.2020
31678782;31257837;20.07.2019;26;m;Bachelor Informatik berufsbegleitend;180;30.03.2020
31659825;31250673;02.07.2019;42;f;Fernstudium Bachelor of Arts Sozialmanagement;180;28.03.2020
31637937;31241031;11.06.2019;57;m;Hospitality Management;180;27.03.2020
31608522;31226019;08.05.2019;34;f;Betriebswirt Pflegemanagement;180;26.03.2020
31678482;31257492;20.07.2019;35;m;Bachelor Informatik berufsbegleitend;180;26.03.2020
31657329;31249521;07.07.2019;45;m;Bachelor Personalmanagement berufsbegleitend;180;26.03.2020
31605357;31224669;07.05.2019;28;f;Fernstudium Bachelor of Arts International Management;180;25.03.2020
31625595;31234692;07.07.2019;47;f;BA International Management;180;25.03.2020
31626507;31235202;18.05.2019;28;f;Bachelor Personalmanagement berufsbegleitend;180;25.03.2020
31682247;31259451;25.07.2019;33;m;Bachelor Personalmanagement berufsbegleitend;180;24.03.2020
31660782;31251153;09.07.2019;35;f;BA Internationales Luftverkehrsmanagement;180;23.03.2020
31680978;31163595;24.07.2019;31;f;Bachelor Personalmanagement berufsbegleitend;180;23.03.2020
31665123;31252413;07.07.2019;30;f;Fernstudium Bachelor of Arts Physiotherapie;180;21.03.2020
31688109;31262532;06.08.2019;22;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;21.03.2020
31582779;31214043;07.05.2019;24;m;Fernstudium Bachelor of Arts International Management;180;20.03.2020
31654035;31243476;26.06.2019;23;f;BA Internationales Eventmanagement;180;20.03.2020
31662489;31251744;05.07.2019;26;f;Fernstudium Bachelor of Arts Modemanagement;180;20.03.2020
31619913;31231632;07.05.2019;23;f;Bachelor Personalmanagement berufsbegleitend;180;20.03.2020
31621248;31163220;09.05.2019;40;f;Fernstudium Bachelor of Arts Pädagogik für Bildung, Beratung und Personalentwicklung;180;19.03.2020
31635213;31239429;01.06.2019;34;m;Fernstudium Bachelor of Arts Soziale Arbeit;180;18.03.2020
31763484;31300797;07.05.2019;31;f;Bachelor Personalmanagement berufsbegleitend;180;18.03.2020
31685502;31261131;04.08.2019;25;f;BA Internationales Luftverkehrsmanagement;180;17.03.2020
31640985;31196841;07.06.2019;28;f;Fernstudium Bachelor of Arts Physiotherapie;180;17.03.2020
31686558;31261662;04.08.2019;22;f;BA Internationales Eventmanagement;180;16.03.2020
31658541;31250067;29.06.2019;25;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;16.03.2020
31735584;31287567;07.05.2019;28;f;Bachelor Personalmanagement berufsbegleitend;180;15.03.2020
31634559;31239369;28.06.2019;27;f;Fernstudium Bachelor of Arts Pädagogik für Bildung, Beratung und Personalentwicklung;180;12.03.2020
31678800;30983178;21.07.2019;31;f;BA International Marketing Management;180;12.03.2020
31630680;31237386;26.05.2019;23;f;BA Internationales Eventmanagement;180;11.03.2020
31622850;31233114;06.06.2019;34;m;Gesundheitsmanagement;180;11.03.2020
31632159;31238163;06.06.2019;32;m;Gesundheitsmanagement;180;11.03.2020
31680936;30625830;24.07.2019;37;f;Bachelor International Management berufsbegleitend;90;11.03.2020
31684014;31260342;29.07.2019;28;m;BA Luftverkehrsmanagement;180;09.03.2020
31615533;31229241;07.07.2019;31;m;BA International Management;180;07.03.2020
31620972;31232145;07.06.2019;27;f;Fernstudium Bachelor of Arts Public Relations;180;07.03.2020
32068890;31286442;07.05.2019;26;f;Fernstudium Bachelor of Arts Modemanagement;180;07.03.2020
31581768;31213119;07.05.2019;29;f;Fernstudium Bachelor of Arts Kommunikationsdesign;240;06.03.2020
31677135;31257009;18.07.2019;23;f;Fernstudium Bachelor of Arts Physiotherapie;180;06.03.2020
31659864;31250694;03.07.2019;26;f;Bachelor Personalmanagement berufsbegleitend;180;06.03.2020
31633890;31239042;31.05.2019;36;m;Fernstudium Bachelor of Arts Fitnessökonomie;210;06.03.2020
31644840;31244199;13.06.2019;32;f;Bachelor Kindheitspädagogik berufsbegleitend;180;05.03.2020
31663248;31252035;05.07.2019;35;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;05.03.2020
31680141;31258458;23.07.2019;32;f;Bachelor Personalmanagement berufsbegleitend;180;05.03.2020
31648500;31245816;20.06.2019;32;m;Fernstudium Bachelor of Arts Modemanagement;180;04.03.2020
31623777;30638421;13.05.2019;26;f;Fernstudium Bachelor of Science Kommunikationspsychologie;180;03.03.2020
31681548;31259121;25.07.2019;34;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;03.03.2020
31632621;31238382;29.05.2019;40;m;Fernstudium Bachelor of Arts Modemanagement;180;03.03.2020
31655214;31248537;03.07.2019;27;f;Bachelor Personalmanagement berufsbegleitend;180;03.03.2020
31660698;31248537;03.07.2019;27;f;Bachelor Personalmanagement berufsbegleitend;180;03.03.2020
31629762;31236882;23.05.2019;34;m;Bachelor Informatik berufsbegleitend;180;02.03.2020
31627173;31235562;22.05.2019;30;m;Orientierungsstudium Bachelor of Arts E-Commerce;180;29.02.2020
31653309;31247799;23.06.2019;30;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;28.02.2020
31602378;31223271;07.06.2019;22;f;Fernstudium Bachelor of Arts Sozialmanagement;180;28.02.2020
31633368;31238766;30.05.2019;23;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;27.02.2020
31687713;31262364;04.08.2019;32;m;Betriebswirt;180;27.02.2020
31660044;31250781;03.07.2019;29;m;Betriebswirt Gesundheitsmanagement;180;27.02.2020
31658385;31209675;29.06.2019;32;f;Fernstudium Bachelor of Arts Pädagogik für Bildung, Beratung und Personalentwicklung;180;26.02.2020
31653186;31247742;23.06.2019;42;m;Fernstudium Bachelor of Science Gesundheitspsychologie;180;26.02.2020
31659756;31250637;02.07.2019;35;f;Fernstudium Bachelor of Arts Sozialmanagement;180;26.02.2020
31649781;30630516;20.06.2019;24;f;Fernstudium Bachelor of Arts Fitnessökonomie;210;25.02.2020
31645383;31241622;07.06.2019;26;m;Bachelor Health Care Management berufsbegleitend;180;23.02.2020
31642773;31243263;12.06.2019;30;m;Betriebswirt Hotelmanagement;180;22.02.2020
31653891;31247985;26.06.2019;31;f;Fernstudium Bachelor of Arts Fitnessökonomie;210;22.02.2020
31625628;31234686;17.05.2019;36;m;Betriebswirt;180;21.02.2020
31648857;31245936;20.06.2019;36;f;Fernstudium Bachelor of Arts Logistikmanagement;180;19.02.2020
31617474;31230216;07.05.2019;37;f;Fernstudium Bachelor of Arts Architektur 240 ECTS;180;19.02.2020
31687929;27374385;04.08.2019;52;f;Bachelor Psychologie berufsbegleitend;180;19.02.2020
31654497;31233480;26.06.2019;27;f;Fernstudium Bachelor of Arts Soziale Arbeit;180;19.02.2020
31630518;31237287;24.05.2019;30;f;Betriebswirt;180;17.02.2020
31605144;30288144;07.05.2019;24;f;Betriebswirt Tourismusmanagement;180;16.02.2020
31737306;31288503;07.05.2019;27;f;BA Luftverkehrsmanagement;180;15.02.2020
31645026;31244325;13.06.2019;27;m;Betriebswirt Gesundheitsmanagement;180;15.02.2020
31679616;31258242;21.07.2019;29;f;Fernstudium Bachelor of Arts Fitnessökonomie;210;15.02.2020
31653201;31214067;23.06.2019;25;m;Tourismuswirtschaft;180;14.02.2020
31687515;31262199;04.08.2019;36;m;FS Mitarbeiterkurse;180;14.02.2020
31609422;31226433;07.06.2019;26;f;BA Luftverkehrsmanagement;180;12.02.2020
31633083;31238619;07.06.2019;35;f;BA International Marketing Management;180;12.02.2020
31646175;31244829;07.07.2019;22;f;Bachelor Personalmanagement berufsbegleitend;180;12.02.2020
31637310;31240791;07.06.2019;31;f;Tourismuswirtschaft;180;11.02.2020
31647561;31245408;17.06.2019;28;f;Fernstudium Bachelor of Arts Architektur 240 ECTS;180;11.02.2020
31670631;31253820;11.07.2019;56;f;FlexLearning Bachelor Modell;180;09.02.2020
31639989;31242051;06.06.2019;36;m;Betriebswirt;180;09.02.2020
31679895;30241356;07.06.2019;23;f;Fernstudium Bachelor of Arts Sportmanagement;180;09.02.2020
31622346;31232853;11.05.2019;26;f;BA Luftverkehrsmanagement;180;08.02.2020
31670934;31253964;11.07.2019;26;f;Bachelor Personalmanagement berufsbegleitend;180;07.02.2020
31653717;31247919;17.07.2019;27;f;Fernstudium Bachelor of Arts Fitnessökonomie;210;07.02.2020
31624275;30668634;15.05.2019;25;f;Bachelor Personalmanagement berufsbegleitend;180;06.02.2020
31628211;31236102;22.05.2019;44;f;Bachelor Personalmanagement berufsbegleitend;180;06.02.2020
31668411;31205919;07.06.2019;25;f;Fernstudium Bachelor of Arts Sportmanagement;180;06.02.2020
31670754;31253886;21.07.2019;36;f;Fernstudium Bachelor of Arts Pädagogik für Bildung, Beratung und Personalentwicklung;180;05.02.2020
31666305;31213593;10.07.2019;44;f;Bachelor Kindheitspädagogik berufsbegleitend;180;05.02.2020
31666737;31253757;11.07.2019;27;f;Bachelor Kindheitspädagogik berufsbegleitend;180;05.02.2020
31632336;31238229;28.05.2019;33;f;BA Internationales Eventmanagement;180;05.02.2020
31651302;31246917;07.07.2019;29;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;05.02.2020
31674045;31255503;14.07.2019;32;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;05.02.2020
31645338;31090683;07.06.2019;23;m;Bachelor Wirtschaftsinformatik berufsbegleitend;180;05.02.2020
31645482;30820659;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;05.02.2020
31628277;31236138;22.05.2019;32;f;FlexLearning Bachelor Modell;180;04.02.2020
31665960;31253412;10.07.2019;25;f;BA International Marketing Management;180;04.02.2020
31626789;31235373;18.05.2019;35;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;04.02.2020
31609833;31226622;07.05.2019;29;f;Personalmanagement;180;03.02.2020
31605966;31224870;07.05.2019;23;f;Zusatzmodule DS;180;03.02.2020
31651326;31246926;21.06.2019;39;f;Bachelor Personalmanagement berufsbegleitend;180;03.02.2020
31671639;30519720;11.07.2019;27;f;Tourismuswirtschaft;180;02.02.2020
31617552;31230252;09.05.2019;26;m;Fernstudium Bachelor of Arts Pädagogik für Bildung, Beratung und Personalentwicklung;180;02.02.2020
31645203;31136100;13.06.2019;30;f;Zusatzmodule DS;180;01.02.2020
31630113;31237023;06.06.2019;28;f;FS Mitarbeiterkurse;180;01.02.2020
31623459;31233483;12.05.2019;31;m;Betriebswirt Gesundheitsmanagement;180;01.02.2020
31647123;31106652;15.06.2019;25;m;Bachelor Personalmanagement berufsbegleitend;180;01.02.2020
31666008;31253439;10.07.2019;29;f;Tourismuswirtschaft;180;31.01.2020
31633800;31239009;07.06.2019;24;f;Fernstudium Bachelor of Arts Architektur 240 ECTS;180;31.01.2020
31615650;31229319;07.05.2019;27;m;BA Internationales Eventmanagement;180;31.01.2020
31633110;31070688;30.05.2019;36;f;BA International Marketing Management;180;30.01.2020
31680948;31173168;24.07.2019;28;f;FS Mitarbeiterkurse;180;30.01.2020
31652922;31247643;23.06.2019;24;m;Fernstudium Bachelor of Science Medieninformatik;180;29.01.2020
31647018;31220715;15.06.2019;35;f;Fernstudium Bachelor of Arts Public Relations;180;29.01.2020
31636737;31240539;02.06.2019;31;m;Fernstudium Bachelor of Arts Soziale Arbeit;180;29.01.2020
31654800;27486669;26.06.2019;32;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;28.01.2020
31614063;31228464;21.05.2019;35;m;FlexLearning Bachelor Modell;180;27.01.2020
31682352;31259517;25.07.2019;30;f;Fernstudium Bachelor of Science Gesundheitspsychologie;180;27.01.2020
31652988;30509148;23.06.2019;25;f;FS Mitarbeiterkurse;180;27.01.2020
31662951;31252008;05.07.2019;39;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;27.01.2020
31635885;31240098;20.06.2019;22;f;Bachelor Personalmanagement berufsbegleitend;180;25.01.2020
31655019;31248468;23.07.2019;29;m;Bachelor Personalmanagement berufsbegleitend;180;25.01.2020
31663650;31252338;08.07.2019;21;f;Fernstudium Bachelor of Arts Tourismusmanagement;180;25.01.2020
31653987;31247994;26.06.2019;25;f;Tourismuswirtschaft;180;24.01.2020
31622352;30280089;11.05.2019;27;m;Bachelor Psychologie berufsbegleitend;180;24.01.2020
31637148;31240716;07.06.2019;32;m;Orientierungsstudium Bachelor of Arts E-Commerce;180;24.01.2020
31682430;31259547;25.07.2019;30;f;Betriebswirt;180;23.01.2020
31600605;31222497;07.05.2019;29;f;Bachelor International Management berufsbegleitend;90;23.01.2020
31622574;27958020;07.06.2019;38;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;22.01.2020
31657998;31249857;29.06.2019;22;f;Bachelor Personalmanagement berufsbegleitend;180;22.01.2020
31684374;27328659;31.07.2019;34;f;Bachelor Personalmanagement berufsbegleitend;180;21.01.2020
31677270;30333027;07.05.2019;25;f;BA Luftverkehrsmanagement;180;20.01.2020
31678587;30333027;20.07.2019;25;f;BA Luftverkehrsmanagement;180;20.01.2020
31635090;31239630;21.06.2019;30;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;19.01.2020
31635903;31240107;16.06.2019;33;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;19.01.2020
31653792;30737535;26.06.2019;37;f;Bachelor Personalmanagement berufsbegleitend;180;18.01.2020
31630362;31237182;24.05.2019;26;m;Fernstudium Bachelor of Arts Fitnessökonomie;210;18.01.2020
31674012;31255491;14.07.2019;31;m;Fernstudium Bachelor of Arts Pflegemanagement;180;17.01.2020
31620192;31158903;07.05.2019;41;f;FS Mitarbeiterkurse;180;17.01.2020
31674891;31255884;16.07.2019;53;f;FS Mitarbeiterkurse;180;17.01.2020
31629012;31236486;23.05.2019;45;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;17.01.2020
31627860;31235937;22.05.2019;23;f;Fernstudium Bachelor of Arts Modemanagement;180;16.01.2020
31679283;31258062;21.07.2019;42;f;Fernstudium Bachelor of Arts Modemanagement;180;16.01.2020
31677843;31152183;19.07.2019;30;f;Bachelor Informatik berufsbegleitend;180;16.01.2020
31685028;31260855;01.08.2019;27;f;Bachelor Personalmanagement berufsbegleitend;180;16.01.2020
31678611;27798648;20.07.2019;27;f;Fernstudium Bachelor of Arts Pflegemanagement;180;15.01.2020
31613157;30206844;30.05.2019;26;f;Bachelor Psychologie berufsbegleitend;180;15.01.2020
31606803;31225320;07.05.2019;21;f;Fernstudium Bachelor of Arts Public Relations;180;15.01.2020
31679139;31258026;21.07.2019;27;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;14.01.2020
31626399;31235154;18.05.2019;27;f;Fernstudium Bachelor of Arts Modemanagement;180;13.01.2020
31672647;31254798;12.07.2019;31;m;BA Luftverkehrsmanagement;180;11.01.2020
31675518;28237503;17.07.2019;33;m;Bachelor International Management berufsbegleitend;90;11.01.2020
31617813;31230408;07.05.2019;27;f;BA Luftverkehrsmanagement;180;10.01.2020
31673667;31244907;13.07.2019;24;f;Tourismuswirtschaft;180;10.01.2020
31630998;31237566;25.05.2019;33;f;FS Mitarbeiterkurse;180;10.01.2020
31639479;31241805;07.06.2019;30;f;Bachelor International Management berufsbegleitend;90;10.01.2020
31652151;31247298;07.07.2019;34;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;09.01.2020
31686771;31261644;03.08.2019;45;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;09.01.2020
31640763;31242354;06.06.2019;25;m;Fernstudium Bachelor of Arts Sozialmanagement;180;08.01.2020
31666386;31253598;10.07.2019;47;f;FS Mitarbeiterkurse;180;07.01.2020
31731768;31285377;07.05.2019;25;m;Fernstudium Bachelor of Science Ernährungswissenschaften;180;05.01.2020
31601706;31222965;08.05.2019;35;m;BA Luftverkehrsmanagement;180;05.01.2020
31685988;31261368;02.08.2019;33;f;BA Luftverkehrsmanagement;180;05.01.2020
31567314;31207341;07.05.2019;31;f;BA Internationales Luftverkehrsmanagement;180;04.01.2020
31641717;31242711;08.06.2019;45;f;Fernstudium Bachelor of Arts Architektur 240 ECTS;180;04.01.2020
31616391;28178484;07.06.2019;37;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;04.01.2020
31619001;31231176;07.05.2019;35;m;Fernstudium Bachelor of Arts Kommunikationsdesign;240;03.01.2020
31685691;31261224;06.08.2019;26;f;Fernstudium Bachelor of Arts Pädagogik für Bildung, Beratung und Personalentwicklung;180;03.01.2020
31658625;31250115;29.06.2019;23;f;Fernstudium Bachelor of Arts Architektur 240 ECTS;180;03.01.2020
31675347;31256109;17.07.2019;22;f;Bauingenieurwesen;180;03.01.2020
31625937;31234902;07.06.2019;49;m;Betriebswirt Gesundheitsmanagement;180;03.01.2020
31659036;30934656;30.06.2019;23;f;Bachelor Personalmanagement berufsbegleitend;180;03.01.2020
31642950;31237740;07.06.2019;28;f;Bachelor Health Care Management berufsbegleitend;180;03.01.2020
31657971;31241820;29.06.2019;27;m;BA Luftverkehrsmanagement;180;02.01.2020
31623813;31233699;20.06.2019;22;f;Zusatzmodule DS;180;02.01.2020
31674291;31246383;14.07.2019;25;f;BA International Marketing Management;180;01.01.2020
31683714;31260195;31.07.2019;33;m;Zusatzmodule DS;180;01.01.2020
31581924;31213605;07.06.2019;27;m;BA Internationales Eventmanagement;180;01.01.2020
31619940;30670059;21.05.2019;27;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;31.12.2019
31646100;31244796;05.08.2019;33;m;Bachelor Informatik berufsbegleitend;180;31.12.2019
31686594;30684684;03.08.2019;28;m;Orientierungsstudium Bachelor of Arts E-Commerce;180;31.12.2019
31681089;31258914;24.07.2019;30;f;BA Internationales Eventmanagement;180;30.12.2019
31633263;31238718;30.05.2019;28;f;Fernstudium Bachelor of Arts Modemanagement;180;29.12.2019
31740219;31290054;07.05.2019;23;m;Fernstudium Bachelor of Arts Modemanagement;180;29.12.2019
31662573;31251774;10.07.2019;41;f;Bachelor Personalmanagement berufsbegleitend;180;29.12.2019
31637802;31241010;05.06.2019;32;f;Fernstudium Bachelor of Arts Logistikmanagement;180;28.12.2019
31672776;31254846;12.07.2019;29;f;Bachelor Personalmanagement berufsbegleitend;180;28.12.2019
31630458;31237227;07.06.2019;27;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;27.12.2019
31654806;31248387;26.06.2019;29;m;Fernstudium Bachelor of Science Medieninformatik;180;27.12.2019
31684275;31260459;31.07.2019;32;f;Fernstudium Bachelor of Arts Fitnessökonomie;210;27.12.2019
31654428;31248213;07.07.2019;33;f;BA Luftverkehrsmanagement;180;26.12.2019
31650360;31246452;21.06.2019;23;m;Personalmanagement;180;26.12.2019
31624188;31233945;25.06.2019;33;f;Bachelor Kindheitspädagogik berufsbegleitend;180;26.12.2019
31607220;31225521;07.06.2019;34;f;BA Internationales Eventmanagement;180;26.12.2019
31674912;31255896;16.07.2019;30;m;Betriebswirt;180;26.12.2019
31649751;31110417;07.06.2019;24;m;Bachelor Health Care Management berufsbegleitend;180;26.12.2019
31617933;31230498;07.05.2019;27;f;Bachelor International Management berufsbegleitend;90;25.12.2019
31729434;30824514;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;25.12.2019
31670751;31253880;11.07.2019;26;m;Personalmanagement;180;24.12.2019
31630632;31237368;07.06.2019;33;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;24.12.2019
31638996;31241565;06.06.2019;38;f;FS Mitarbeiterkurse;180;23.12.2019
31685544;31261149;01.08.2019;37;f;BA International Management;180;23.12.2019
31600227;31222341;21.05.2019;29;f;Betriebswirt;180;22.12.2019
31628493;28100145;21.05.2019;33;f;Fernstudium Bachelor of Arts Pädagogik für Bildung, Beratung und Personalentwicklung;180;21.12.2019
31646469;30752529;14.06.2019;47;f;Fernstudium Bachelor of Arts Eventmanagement;180;21.12.2019
31649703;31228542;20.06.2019;39;f;Fernstudium Bachelor of Arts Architektur 240 ECTS;180;21.12.2019
31637358;31240815;07.06.2019;23;f;Betriebswirt Tourismusmanagement;180;21.12.2019
31627911;31235955;22.05.2019;21;f;Bauingenieurwesen;180;20.12.2019
31633806;31239006;30.05.2019;26;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;20.12.2019
31681608;31259151;05.08.2019;26;f;Fernstudium Bachelor of Arts Public Relations;180;20.12.2019
31631316;31237710;06.08.2019;27;f;Bachelor Personalmanagement berufsbegleitend;180;20.12.2019
31653366;28145343;23.06.2019;37;f;Bachelor Personalmanagement berufsbegleitend;180;20.12.2019
31662528;31251768;07.07.2019;25;f;BA Luftverkehrsmanagement;180;19.12.2019
31631712;31237920;05.06.2019;24;m;Fernstudium Bachelor of Science Kommunikationspsychologie;180;19.12.2019
