StudiumID;StudentID;Studiumbeginn;Alter;Geschlecht;Studiengang;Leistungspunkte_zum_Abschluss;Kuendigungsdatum
31684197;31260429;31.07.2019;34;f;FS Mitarbeiterkurse;180;
31685379;31261071;01.08.2019;32;m;FS Mitarbeiterkurse;180;
31685625;31070049;02.08.2019;36;m;FS Mitarbeiterkurse;180;
31685628;31077843;02.08.2019;36;f;FS Mitarbeiterkurse;180;
31687062;31259262;03.08.2019;33;f;FS Mitarbeiterkurse;180;
31687638;31220883;04.08.2019;36;f;FS Mitarbeiterkurse;180;
31577457;31211595;12.06.2019;28;f;FS Mitarbeiterkurse;180;
31578180;31211904;07.07.2019;31;m;FS Mitarbeiterkurse;180;
31583064;31214124;07.06.2019;32;f;FS Mitarbeiterkurse;180;
31599696;31222116;07.05.2019;46;f;FS Mitarbeiterkurse;180;
31600698;31222530;07.06.2019;25;f;FS Mitarbeiterkurse;180;
31604346;31224240;07.05.2019;37;f;FS Mitarbeiterkurse;180;
31609251;31226340;07.05.2019;42;f;FS Mitarbeiterkurse;180;
31614852;31228893;07.05.2019;28;f;FS Mitarbeiterkurse;180;
31617027;28229883;07.06.2019;32;f;FS Mitarbeiterkurse;180;
31617258;31230102;07.05.2019;27;f;FS Mitarbeiterkurse;180;
31618740;31231014;16.05.2019;44;f;FS Mitarbeiterkurse;180;
31622067;31232667;06.06.2019;34;f;FS Mitarbeiterkurse;180;
31622658;31233027;06.06.2019;31;f;FS Mitarbeiterkurse;180;
31622964;31233219;12.05.2019;32;f;FS Mitarbeiterkurse;180;
31624008;31233765;15.05.2019;29;m;FS Mitarbeiterkurse;180;
31626576;31235226;06.06.2019;29;f;FS Mitarbeiterkurse;180;
31626765;31235355;18.05.2019;28;m;FS Mitarbeiterkurse;180;
31630512;30691845;24.05.2019;44;f;FS Mitarbeiterkurse;180;
31630626;31237365;24.05.2019;27;m;FS Mitarbeiterkurse;180;
31631853;31237983;07.07.2019;30;f;FS Mitarbeiterkurse;180;
31632036;31238100;26.05.2019;30;m;FS Mitarbeiterkurse;180;
31632669;31238397;29.05.2019;32;f;FS Mitarbeiterkurse;180;
31632915;31238526;29.05.2019;34;f;FS Mitarbeiterkurse;180;
31634457;31239321;06.06.2019;53;f;FS Mitarbeiterkurse;180;
31634904;31239510;07.06.2019;27;f;FS Mitarbeiterkurse;180;
31637130;31240707;06.06.2019;32;f;FS Mitarbeiterkurse;180;
31637559;31240914;05.06.2019;24;f;FS Mitarbeiterkurse;180;
31638060;31241160;05.06.2019;30;f;FS Mitarbeiterkurse;180;
31640928;31242429;07.07.2019;32;f;FS Mitarbeiterkurse;180;
31644987;31244316;13.06.2019;51;f;FS Mitarbeiterkurse;180;
31645167;31244421;20.06.2019;31;f;FS Mitarbeiterkurse;180;
31646292;31244895;16.06.2019;25;f;FS Mitarbeiterkurse;180;
31648143;31245645;16.06.2019;44;f;FS Mitarbeiterkurse;180;
31649145;31245975;20.06.2019;58;f;FS Mitarbeiterkurse;180;
31649736;31246197;20.06.2019;31;f;FS Mitarbeiterkurse;180;
31649829;31246236;27.06.2019;47;m;FS Mitarbeiterkurse;180;
31651581;31247040;22.06.2019;33;f;FS Mitarbeiterkurse;180;
31651608;31247043;06.08.2019;33;m;FS Mitarbeiterkurse;180;
31652160;31247307;07.07.2019;40;f;FS Mitarbeiterkurse;180;
31655436;31248657;07.07.2019;54;f;FS Mitarbeiterkurse;180;
31657173;31249437;28.06.2019;30;f;FS Mitarbeiterkurse;180;
31657413;31249557;29.06.2019;52;f;FS Mitarbeiterkurse;180;
31660383;31250916;03.07.2019;50;f;FS Mitarbeiterkurse;180;
31664619;31252797;07.05.2019;33;f;FS Mitarbeiterkurse;180;
31671003;31253997;11.07.2019;36;f;FS Mitarbeiterkurse;180;
31672761;31254840;07.05.2019;29;m;FS Mitarbeiterkurse;180;
31672764;31254840;20.07.2019;29;m;FS Mitarbeiterkurse;180;
31675179;31256019;17.07.2019;35;m;FS Mitarbeiterkurse;180;
31675947;27618387;17.07.2019;37;f;FS Mitarbeiterkurse;180;
31680957;31258833;24.07.2019;28;f;FS Mitarbeiterkurse;180;
31683198;31205580;26.07.2019;32;m;FS Mitarbeiterkurse;180;
31683594;31260105;07.05.2019;38;m;FS Mitarbeiterkurse;180;
31687377;31262130;04.08.2019;25;m;FS Mitarbeiterkurse;180;
31687632;31262271;06.08.2019;40;f;FS Mitarbeiterkurse;180;
31725705;31281771;07.05.2019;31;f;FS Mitarbeiterkurse;180;
31734996;31287264;07.05.2019;29;f;FS Mitarbeiterkurse;180;
31751514;31281255;07.05.2019;37;m;FS Mitarbeiterkurse;180;
31615152;31229049;07.06.2019;27;f;Gesundheitsmanagement;180;
31621083;31232178;07.07.2019;36;f;Gesundheitsmanagement;180;
31623396;31233420;12.05.2019;44;f;Gesundheitsmanagement;180;
31624548;31234176;06.06.2019;32;f;Gesundheitsmanagement;180;
31626861;31235406;29.05.2019;31;m;Gesundheitsmanagement;180;
31633743;31238976;30.05.2019;32;m;Gesundheitsmanagement;180;
31634709;31239444;31.05.2019;25;f;Gesundheitsmanagement;180;
31634955;31239516;05.06.2019;27;f;Gesundheitsmanagement;180;
31635453;31239843;05.06.2019;30;m;Gesundheitsmanagement;180;
31639797;31241967;06.06.2019;47;f;Gesundheitsmanagement;180;
31640862;31242399;07.06.2019;29;f;Gesundheitsmanagement;180;
31643748;31243677;12.06.2019;33;m;Gesundheitsmanagement;180;
31644528;31244106;13.06.2019;50;f;Gesundheitsmanagement;180;
31646472;31244955;26.06.2019;30;f;Gesundheitsmanagement;180;
31650261;31246413;07.07.2019;43;f;Gesundheitsmanagement;180;
31653699;31247910;26.06.2019;54;f;Gesundheitsmanagement;180;
31653822;31247916;05.08.2019;29;m;Gesundheitsmanagement;180;
31655316;31248591;27.06.2019;28;f;Gesundheitsmanagement;180;
31656039;31248951;28.06.2019;30;f;Gesundheitsmanagement;180;
31656210;31249023;28.06.2019;44;m;Gesundheitsmanagement;180;
31659663;31250586;30.06.2019;29;f;Gesundheitsmanagement;180;
31659840;31250682;03.07.2019;29;f;Gesundheitsmanagement;180;
31670676;30404229;11.07.2019;49;m;Gesundheitsmanagement;180;
31675593;31256241;17.07.2019;27;f;Gesundheitsmanagement;180;
31677618;31257213;19.07.2019;36;m;Gesundheitsmanagement;180;
31686270;31261527;02.08.2019;40;m;Gesundheitsmanagement;180;
31619445;31231401;07.06.2019;25;f;Betriebswirtschaftslehre;180;
31621170;31232259;09.05.2019;23;f;Betriebswirtschaftslehre;180;
31625370;31234554;16.05.2019;36;m;Betriebswirtschaftslehre;180;
31629597;31236789;06.06.2019;25;f;Betriebswirtschaftslehre;180;
31629873;28130658;24.05.2019;32;f;Betriebswirtschaftslehre;180;
31636494;31240410;02.06.2019;29;f;Betriebswirtschaftslehre;180;
31641561;31242639;07.06.2019;31;f;Betriebswirtschaftslehre;180;
31642041;31242891;08.06.2019;29;f;Betriebswirtschaftslehre;180;
31642365;31243065;09.06.2019;25;f;Betriebswirtschaftslehre;180;
31642497;31243137;09.06.2019;24;f;Betriebswirtschaftslehre;180;
31643370;31243521;11.06.2019;36;f;Betriebswirtschaftslehre;180;
31647801;30986439;15.06.2019;25;f;Betriebswirtschaftslehre;180;
31648962;31245978;20.06.2019;22;f;Betriebswirtschaftslehre;180;
31649640;31245069;20.06.2019;28;f;Betriebswirtschaftslehre;180;
31650336;31246446;21.06.2019;39;f;Betriebswirtschaftslehre;180;
31655043;31248471;27.06.2019;33;f;Betriebswirtschaftslehre;180;
31656732;31249110;28.06.2019;32;f;Betriebswirtschaftslehre;180;
31663812;31252416;06.07.2019;23;f;Betriebswirtschaftslehre;180;
31666272;31253535;10.07.2019;27;f;Betriebswirtschaftslehre;180;
31673562;31255227;13.07.2019;26;f;Betriebswirtschaftslehre;180;
31674324;31255608;14.07.2019;23;f;Betriebswirtschaftslehre;180;
31674693;31255791;14.07.2019;36;m;Betriebswirtschaftslehre;180;
31676796;31256766;18.07.2019;45;f;Betriebswirtschaftslehre;180;
31677207;31257033;19.07.2019;25;f;Betriebswirtschaftslehre;180;
31677225;30538281;19.07.2019;27;f;Betriebswirtschaftslehre;180;
31680354;31258161;24.07.2019;26;m;Betriebswirtschaftslehre;180;
31681233;31259001;24.07.2019;35;f;Betriebswirtschaftslehre;180;
31681707;31259160;25.07.2019;46;f;Betriebswirtschaftslehre;180;
31686012;31261359;02.08.2019;27;f;Betriebswirtschaftslehre;180;
31481934;31145961;07.05.2019;37;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31580316;31212867;06.08.2019;37;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31586796;27986154;07.05.2019;36;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31587774;31216389;07.05.2019;30;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31591953;31218486;07.05.2019;41;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31594053;30330705;07.05.2019;27;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31595790;31220262;08.05.2019;26;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31595937;30647718;07.05.2019;30;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31599321;30423111;07.05.2019;28;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31600788;30699243;07.06.2019;26;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31600866;31222602;07.05.2019;26;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31601112;31222701;08.05.2019;26;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31601373;31222815;07.05.2019;46;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31602186;31223184;07.05.2019;29;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31603035;31223616;07.05.2019;25;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31603086;31223646;07.05.2019;34;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31603419;31223805;08.05.2019;25;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31604004;30479190;07.05.2019;46;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31605411;31224738;08.05.2019;29;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31606458;31225167;21.06.2019;23;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31606641;31225227;06.06.2019;29;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31606707;31225266;07.05.2019;28;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31608372;31225935;07.05.2019;37;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31608501;31225935;07.05.2019;37;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31608759;31226106;06.06.2019;38;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31609548;31226496;07.05.2019;25;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31609644;31226544;21.05.2019;31;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31609719;31226529;07.05.2019;32;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31610112;31226700;08.05.2019;31;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31610121;31226742;15.05.2019;25;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31610607;31226997;07.05.2019;37;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31610652;31227015;12.06.2019;49;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31610808;31227102;07.05.2019;25;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31610967;31227174;22.05.2019;29;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31611768;31227519;07.05.2019;35;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31611828;31227543;07.05.2019;39;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31612110;30762387;07.06.2019;28;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31612128;31227657;07.05.2019;28;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31612329;31145451;08.05.2019;29;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31612740;31227906;07.06.2019;41;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31613361;31228176;09.06.2019;29;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31613490;31228227;21.05.2019;24;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31613907;31017636;22.05.2019;29;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31613934;31228302;07.05.2019;30;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31614273;31228479;08.05.2019;29;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31614294;31228605;07.05.2019;25;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31614306;28010121;07.05.2019;30;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31614573;30827439;09.06.2019;22;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31614633;31228776;06.07.2019;32;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31615089;31228941;09.05.2019;34;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31615095;31229025;08.05.2019;27;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31615170;27838899;07.05.2019;29;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31615341;31229157;07.05.2019;42;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31615656;31229316;05.06.2019;23;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31615713;31229349;08.05.2019;28;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31616028;31229436;06.06.2019;25;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31616445;31229640;07.05.2019;49;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31616613;31229739;12.05.2019;33;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31616961;31229964;07.05.2019;27;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31617132;30585084;07.05.2019;25;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31617294;31230141;06.06.2019;58;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31617324;31230147;07.05.2019;34;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31617354;31230159;07.05.2019;29;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31617489;31230225;07.07.2019;27;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31617510;31230243;08.05.2019;33;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31617891;31230483;07.05.2019;33;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31618062;31230561;08.05.2019;33;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31618557;31230891;07.05.2019;54;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31618797;31231080;07.05.2019;25;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31619157;28089288;24.05.2019;31;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31619187;31231296;12.05.2019;42;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31620258;31231767;21.05.2019;32;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31620585;31231941;05.06.2019;45;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31620621;31231968;02.06.2019;42;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31620762;30773427;09.05.2019;40;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31620876;31232094;09.05.2019;52;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31621215;31232268;21.05.2019;36;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31621260;31232280;09.05.2019;45;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31621413;31232340;15.05.2019;33;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31621698;31009986;10.05.2019;28;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31621821;31232532;07.07.2019;35;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31621896;30614646;05.06.2019;51;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31622196;31232772;26.05.2019;25;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31622223;31232781;11.05.2019;26;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31622274;31232820;11.05.2019;33;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31622442;31232925;11.05.2019;25;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31622568;31232946;11.05.2019;28;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31622637;31233012;11.05.2019;43;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31622832;31233117;11.05.2019;27;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31622967;31233222;12.05.2019;26;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31623237;27817359;12.05.2019;35;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31623573;31229244;12.05.2019;32;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31623594;30977220;12.05.2019;37;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31623693;31232241;12.05.2019;28;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31624233;31233960;15.05.2019;29;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31624266;30384021;06.06.2019;40;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31624377;28186188;15.05.2019;30;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31624479;31234131;07.06.2019;34;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31624554;31234167;06.06.2019;40;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31624923;31234308;07.07.2019;29;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31624929;31234317;20.05.2019;42;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31625079;31234407;21.05.2019;25;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31625082;31234413;16.05.2019;50;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31625133;31234434;21.05.2019;41;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31625163;31234461;16.05.2019;37;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31625199;31234485;16.05.2019;23;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31625235;31234494;16.05.2019;26;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31625532;31234659;17.05.2019;30;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31625592;31234695;17.05.2019;27;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31625697;31208064;07.06.2019;24;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31625859;31234863;24.05.2019;55;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31626066;31234959;17.05.2019;33;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31626096;30568407;07.06.2019;26;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31626357;30958950;04.08.2019;23;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31626423;31235157;18.05.2019;33;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31626639;31235265;18.05.2019;33;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31626645;31235241;12.06.2019;52;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31626714;31235307;18.05.2019;32;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31626747;31235340;18.05.2019;39;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31626825;31235394;18.05.2019;34;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31626930;31235445;06.06.2019;52;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31626933;31235433;19.05.2019;41;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31626951;31235442;19.05.2019;43;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31627068;31235493;07.06.2019;28;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31627191;31235574;21.05.2019;34;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31627269;31235634;26.06.2019;26;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31627608;31235814;05.06.2019;28;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31627614;31024095;29.05.2019;25;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31627722;31235880;19.05.2019;31;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31627974;31235970;22.05.2019;32;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31628127;31236063;22.05.2019;35;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31628133;31236069;22.05.2019;36;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31628166;31236090;12.06.2019;23;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31628205;31236105;12.06.2019;23;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31628307;31236144;22.05.2019;39;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31628379;31236177;22.05.2019;30;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31628409;30708663;20.05.2019;32;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31628454;30715932;21.05.2019;30;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31628718;31236342;22.05.2019;33;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31628928;31236447;07.06.2019;34;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31629057;31236504;07.06.2019;49;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31629219;31236585;23.05.2019;34;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31629258;30441582;23.05.2019;26;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31629291;31236624;26.05.2019;48;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31629450;31004961;07.06.2019;26;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31629654;31236828;06.06.2019;28;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31629690;31236846;23.05.2019;28;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31629738;31236870;23.05.2019;29;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31629795;31236897;25.05.2019;28;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31629819;31236906;06.06.2019;30;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31629843;30412512;24.05.2019;42;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31629936;31236933;24.05.2019;26;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31629948;31236939;07.07.2019;31;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31630038;31236987;24.05.2019;46;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31630245;31237122;24.05.2019;25;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31630449;31237212;07.07.2019;38;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31630563;31237335;03.06.2019;29;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31630698;31237389;25.05.2019;28;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31630734;31237410;25.05.2019;26;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31630947;31237551;06.06.2019;23;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31631232;28040973;03.06.2019;29;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31631247;31237671;25.05.2019;32;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31631373;31237746;07.06.2019;45;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31631394;28152537;25.05.2019;32;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31631439;31237782;07.07.2019;22;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31631454;31237794;07.06.2019;31;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31631574;31237866;26.05.2019;26;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31632135;27766752;26.05.2019;43;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31632165;31238166;27.05.2019;29;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31632321;31238223;28.05.2019;28;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31632378;31238247;29.05.2019;33;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31632813;30537462;29.05.2019;45;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31632861;31209921;29.05.2019;45;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31632867;31238505;07.06.2019;26;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31632999;31238577;29.05.2019;28;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31633035;30939876;07.06.2019;25;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31633296;31238727;30.05.2019;37;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31633311;31238739;30.05.2019;26;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31633398;31238787;30.05.2019;27;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31633404;31238796;30.05.2019;36;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31633428;31238805;30.05.2019;47;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31633617;31238853;06.06.2019;34;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31633662;31238937;30.05.2019;33;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31633695;31238958;30.05.2019;29;m;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31633770;31238994;16.06.2019;40;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31633815;30375948;07.06.2019;24;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
31633821;31239015;07.06.2019;33;f;Fernstudium und Online International Bachelor of Science Data Science 180 ECTS;180;
